0,1149559027,37,1,Tonawanda,New York,USA,internet:6,music-theory:3,humor:3,entrepreneurship:3,ecommerce:2,arts:2,bizarre:2,music:2,vegetarian:2,hacking:2,computers:2,adult-humor:1,news:1,asia:1,fitness:1,spas:1,rock-music:1,soul-music:1,political-science:1,physics:1,photography:1,philosophy:1,nutrition:1,network-security:1,movies:1,linux:1,investing:1,graphic-design:1,fine-arts:1,drawing:1,computer-hardware:1,bodybuilding:1,alternative-news:1
0,1149558721,35,1,Raleigh,North Carolina,USA,internet-tools:1,philosophy:1,consumer-info:1,atheist:1
0,1149557443,35,1,Atlanta,Georgia,USA,graphic-design:7,self-improvement:5,web-design:5,multimedia:4,software:4,psychology:2,instant-messaging:1,photography:1,entrepreneurship:1
0,1149557397,27,1,Phoenix,Arizona,USA,career-planning:8,self-improvement:6,real-estate:6,christianity:6,humor:5,travel:4,investing:4,internet-tools:3,financial-planning:3,entrepreneurship:3,dogs:3,business:3,running:2,golf:2,conservative-politics:2,firefox:2,animals:2,adult-education:2,ecommerce:1,research:1,iraq:1,american-history:1,caribbean:1,tennis:1,surfing:1,religion:1,relationships:1,lefthanded:1,pets:1,outdoors:1,mutual-funds:1,comedy-movies:1,movies:1,marketing:1,history:1,hip-hop:1,geography:1,classic-films:1,electronics:1,conspiracies:1,alternative-rock:1
0,1149557155,25,1,New York,New York,USA,cyberculture:12,science:10,linux:9,network-security:8,open-source:7,roleplaying-games:5,complex-systems:3,internet:2,business:2,stumblers:2,arnold-schwarzenegger-quotes:1,video:1,science-tech:1,ecommerce:1,machines:1,ethnic-music:1,video-games:1,vegetarian:1,physics:1,philosophy:1,military:1,illusions:1,entrepreneurship:1,it:1,web-design:1,software:1,activism:1
-1,1149556869,29,1,Norwich,Connecticut,USA,online-games:8,bizarre:3,illusions:2,buddhism:2,price-per-gallon:1,marple-inventions:1,awesome-color-mountain:1,disk-arknoid:1,buddhanet-net:1,ball-toucher:1,english-mistakes:1,human-clock:1,zen-stories:1,l:1,levers:1,curveball:1,writing:1,entrepreneurship:1,conspiracies:1,drinks:1,stumblers:1
0,1149551333,31,1,Baton Rouge,Louisiana,USA,humor:13,photography:7,internet:7,software:6,drugs:3,multimedia:3,writing:2,search:2,linux:2,blues:2,ecommerce:1,databases:1,futures:1,blogs:1,windows:1,shareware:1,science:1,internet-tools:1,outdoors:1,open-source:1,nude-art:1,nature:1,law:1,investing:1,fashion:1,ethics:1,entrepreneurship:1,dogs:1,counterculture:1,clothing:1,cars:1,car-parts:1,sports:1
-1,1149546883,33,1,New York,New York,USA,alcohol:2,arts:1,homemaking:1,guitar:1,entrepreneurship:1,computer-graphics:1
0,1149545843,25,1,Hayward,California,USA,geography:2,entrepreneurship:2,enterprenure-death-traps:1,startup-toolbox:1
0,1149545675,26,2,Muscle Shoals,Alabama,USA,humor:2,self-improvement:1,homemaking:1,graphic-design:1,entrepreneurship:1
